hood,category,count
Outer Richmond,VEHICLE THEFT,142
Outer Richmond,WARRANTS,44
Outer Richmond,WEAPON LAWS,21
Outer Sunset,ARSON,3
Outer Sunset,ASSAULT,235
Outer Sunset,BAD CHECKS,2
Outer Sunset,BURGLARY,170
Outer Sunset,DISORDERLY CONDUCT,4
Outer Sunset,DRIVING UNDER THE INFLUENCE,8
Outer Sunset,DRUG/NARCOTIC,19
Outer Sunset,DRUNKENNESS,12
Outer Sunset,EMBEZZLEMENT,2
Outer Sunset,EXTORTION,3
Outer Sunset,FAMILY OFFENSES,2
Outer Sunset,FORGERY/COUNTERFEITING,7
Outer Sunset,FRAUD,68
Outer Sunset,KIDNAPPING,3
Outer Sunset,LARCENY/THEFT,563
Outer Sunset,LIQUOR LAWS,4
Outer Sunset,MISSING PERSON,64
Outer Sunset,NON-CRIMINAL,332
Outer Sunset,OTHER OFFENSES,385
Outer Sunset,PORNOGRAPHY/OBSCENE MAT,1
Outer Sunset,PROSTITUTION,8
Outer Sunset,RECOVERED VEHICLE,12
Outer Sunset,ROBBERY,31
Outer Sunset,RUNAWAY,1
Outer Sunset,SECONDARY CODES,75
Outer Sunset,"SEX OFFENSES, FORCIBLE",32
Outer Sunset,"SEX OFFENSES, NON FORCIBLE",8
Outer Sunset,STOLEN PROPERTY,13
Outer Sunset,SUICIDE,2
Outer Sunset,SUSPICIOUS OCC,139
Outer Sunset,TRESPASS,23
Outer Sunset,VANDALISM,154
Outer Sunset,VEHICLE THEFT,138
Outer Sunset,WARRANTS,53
Outer Sunset,WEAPON LAWS,29
Pacific Heights,ARSON,1
Pacific Heights,ASSAULT,78
Pacific Heights,BURGLARY,133
Pacific Heights,DISORDERLY CONDUCT,1
Pacific Heights,DRUG/NARCOTIC,28
Pacific Heights,DRUNKENNESS,3
Pacific Heights,EMBEZZLEMENT,3
Pacific Heights,FAMILY OFFENSES,1
Pacific Heights,FORGERY/COUNTERFEITING,14
Pacific Heights,FRAUD,56
Pacific Heights,LARCENY/THEFT,611
Pacific Heights,LOITERING,2
Pacific Heights,MISSING PERSON,35
Pacific Heights,NON-CRIMINAL,192
Pacific Heights,OTHER OFFENSES,222
Pacific Heights,RECOVERED VEHICLE,11
Pacific Heights,ROBBERY,32
Pacific Heights,SECONDARY CODES,14
Pacific Heights,"SEX OFFENSES, FORCIBLE",10
Pacific Heights,STOLEN PROPERTY,16
Pacific Heights,SUICIDE,3
Pacific Heights,SUSPICIOUS OCC,67
Pacific Heights,TRESPASS,21
Pacific Heights,VANDALISM,106
Pacific Heights,VEHICLE THEFT,120
Pacific Heights,WARRANTS,31
Pacific Heights,WEAPON LAWS,10
Parkside,ARSON,6
Parkside,ASSAULT,138
Parkside,BURGLARY,72
Parkside,DISORDERLY CONDUCT,2
Parkside,DRIVING UNDER THE INFLUENCE,8
Parkside,DRUG/NARCOTIC,17
Parkside,DRUNKENNESS,5
Parkside,EXTORTION,1
Parkside,FAMILY OFFENSES,1
Parkside,FORGERY/COUNTERFEITING,13
Parkside,FRAUD,53
Parkside,LARCENY/THEFT,336
Parkside,LIQUOR LAWS,2
Parkside,MISSING PERSON,201
Parkside,NON-CRIMINAL,315
Parkside,OTHER OFFENSES,272
Parkside,PROSTITUTION,4
Parkside,RECOVERED VEHICLE,6
Parkside,ROBBERY,30
Parkside,RUNAWAY,25
Parkside,SECONDARY CODES,45
Parkside,"SEX OFFENSES, FORCIBLE",7
Parkside,STOLEN PROPERTY,7
Parkside,SUSPICIOUS OCC,72
Parkside,TRESPASS,13
Parkside,VANDALISM,106
Parkside,VEHICLE THEFT,81
Parkside,WARRANTS,29
Parkside,WEAPON LAWS,13
Potrero Hill,ARSON,13
Potrero Hill,ASSAULT,241
Potrero Hill,BRIBERY,4
Potrero Hill,BURGLARY,188
Potrero Hill,DISORDERLY CONDUCT,11
Potrero Hill,DRIVING UNDER THE INFLUENCE,7
Potrero Hill,DRUG/NARCOTIC,54
Potrero Hill,DRUNKENNESS,2
Potrero Hill,EMBEZZLEMENT,2
Potrero Hill,EXTORTION,1
Potrero Hill,FAMILY OFFENSES,4
Potrero Hill,FORGERY/COUNTERFEITING,6
Potrero Hill,FRAUD,36
Potrero Hill,KIDNAPPING,7
Potrero Hill,LARCENY/THEFT,1094
Potrero Hill,LOITERING,1
Potrero Hill,MISSING PERSON,47
Potrero Hill,NON-CRIMINAL,278
Potrero Hill,OTHER OFFENSES,388
Potrero Hill,RECOVERED VEHICLE,30
Potrero Hill,ROBBERY,52
Potrero Hill,RUNAWAY,3
Potrero Hill,SECONDARY CODES,35
Potrero Hill,"SEX OFFENSES, FORCIBLE",15
Potrero Hill,STOLEN PROPERTY,16
Potrero Hill,SUSPICIOUS OCC,121
Potrero Hill,TRESPASS,34
Potrero Hill,VANDALISM,355
Potrero Hill,VEHICLE THEFT,231
Potrero Hill,WARRANTS,105
Potrero Hill,WEAPON LAWS,44
Presidio,BURGLARY,1
Presidio,FORGERY/COUNTERFEITING,1
Presidio,LARCENY/THEFT,8
Presidio,MISSING PERSON,2
Presidio,NON-CRIMINAL,1
Presidio,OTHER OFFENSES,1
Presidio,SUSPICIOUS OCC,1
Presidio,VANDALISM,1
Presidio,VEHICLE THEFT,2
Presidio,WARRANTS,1
Presidio Heights,ASSAULT,38
Presidio Heights,BAD CHECKS,2
Presidio Heights,BURGLARY,39
Presidio Heights,DISORDERLY CONDUCT,2
Presidio Heights,DRIVING UNDER THE INFLUENCE,2
Presidio Heights,DRUG/NARCOTIC,2
Presidio Heights,EXTORTION,1
Presidio Heights,FORGERY/COUNTERFEITING,11
Presidio Heights,FRAUD,22
Presidio Heights,LARCENY/THEFT,210
Presidio Heights,MISSING PERSON,32
Presidio Heights,NON-CRIMINAL,97
Presidio Heights,OTHER OFFENSES,81
Presidio Heights,RECOVERED VEHICLE,2
Presidio Heights,ROBBERY,7
Presidio Heights,RUNAWAY,3
Presidio Heights,SECONDARY CODES,12
Presidio Heights,"SEX OFFENSES, FORCIBLE",4
Presidio Heights,STOLEN PROPERTY,3
Presidio Heights,SUSPICIOUS OCC,44
Presidio Heights,TRESPASS,4
Presidio Heights,VANDALISM,39
Presidio Heights,VEHICLE THEFT,37
Presidio Heights,WARRANTS,13
Presidio Heights,WEAPON LAWS,2
Russian Hill,ARSON,2
Russian Hill,ASSAULT,154
Russian Hill,BAD CHECKS,1
Russian Hill,BURGLARY,95
Russian Hill,DISORDERLY CONDUCT,2
Russian Hill,DRIVING UNDER THE INFLUENCE,8
Russian Hill,DRUG/NARCOTIC,28
Russian Hill,DRUNKENNESS,6
Russian Hill,EXTORTION,1
Russian Hill,FORGERY/COUNTERFEITING,6
Russian Hill,FRAUD,47
Russian Hill,KIDNAPPING,4
Russian Hill,LARCENY/THEFT,1239
Russian Hill,LIQUOR LAWS,1
Russian Hill,MISSING PERSON,47
Russian Hill,NON-CRIMINAL,446
Russian Hill,OTHER OFFENSES,351
Russian Hill,RECOVERED VEHICLE,12
Russian Hill,ROBBERY,57
Russian Hill,RUNAWAY,2
Russian Hill,SECONDARY CODES,33
Russian Hill,"SEX OFFENSES, FORCIBLE",16
Russian Hill,STOLEN PROPERTY,27
Russian Hill,SUICIDE,4
Russian Hill,SUSPICIOUS OCC,84
Russian Hill,TRESPASS,21
Russian Hill,VANDALISM,204
Russian Hill,VEHICLE THEFT,118
Russian Hill,WARRANTS,59
Russian Hill,WEAPON LAWS,18
Seacliff,ARSON,1
Seacliff,ASSAULT,5
Seacliff,BURGLARY,11
Seacliff,DRUG/NARCOTIC,3
Seacliff,FORGERY/COUNTERFEITING,1
Seacliff,FRAUD,11
Seacliff,LARCENY/THEFT,424
Seacliff,MISSING PERSON,5
Seacliff,NON-CRIMINAL,42
Seacliff,OTHER OFFENSES,18
Seacliff,RECOVERED VEHICLE,1
Seacliff,ROBBERY,3
Seacliff,SECONDARY CODES,1
Seacliff,STOLEN PROPERTY,2
Seacliff,SUSPICIOUS OCC,24
Seacliff,TRESPASS,1
Seacliff,VANDALISM,26
Seacliff,VEHICLE THEFT,14
Seacliff,WARRANTS,6
Seacliff,WEAPON LAWS,4
South of Market,ARSON,28
South of Market,ASSAULT,1757
South of Market,BAD CHECKS,4
South of Market,BRIBERY,6
South of Market,BURGLARY,740
South of Market,DISORDERLY CONDUCT,138
South of Market,DRIVING UNDER THE INFLUENCE,54
South of Market,DRUG/NARCOTIC,742
South of Market,DRUNKENNESS,71
South of Market,EMBEZZLEMENT,26
South of Market,EXTORTION,9
South of Market,FAMILY OFFENSES,3
South of Market,FORGERY/COUNTERFEITING,79
South of Market,FRAUD,356
South of Market,GAMBLING,4
South of Market,KIDNAPPING,26
South of Market,LARCENY/THEFT,7460
South of Market,LIQUOR LAWS,19
South of Market,LOITERING,7
South of Market,MISSING PERSON,554
South of Market,NON-CRIMINAL,2639
South of Market,OTHER OFFENSES,2687
South of Market,PROSTITUTION,7
South of Market,RECOVERED VEHICLE,92
South of Market,ROBBERY,396
South of Market,RUNAWAY,9
South of Market,SECONDARY CODES,212
South of Market,"SEX OFFENSES, FORCIBLE",145
South of Market,"SEX OFFENSES, NON FORCIBLE",8
South of Market,STOLEN PROPERTY,154
South of Market,SUICIDE,4
South of Market,SUSPICIOUS OCC,769
South of Market,TRESPASS,333
South of Market,VANDALISM,1207
South of Market,VEHICLE THEFT,549
South of Market,WARRANTS,1068
South of Market,WEAPON LAWS,231
Treasure Island/YBI,ARSON,1
Treasure Island/YBI,ASSAULT,23
Treasure Island/YBI,BURGLARY,11
Treasure Island/YBI,DRIVING UNDER THE INFLUENCE,1
Treasure Island/YBI,FAMILY OFFENSES,1
Treasure Island/YBI,FRAUD,5
Treasure Island/YBI,KIDNAPPING,1
Treasure Island/YBI,LARCENY/THEFT,67
Treasure Island/YBI,MISSING PERSON,28
Treasure Island/YBI,NON-CRIMINAL,33
Treasure Island/YBI,OTHER OFFENSES,22
Treasure Island/YBI,RECOVERED VEHICLE,6
Treasure Island/YBI,ROBBERY,2
Treasure Island/YBI,SECONDARY CODES,3
Treasure Island/YBI,"SEX OFFENSES, FORCIBLE",2
Treasure Island/YBI,SUSPICIOUS OCC,12
Treasure Island/YBI,TRESPASS,7
Treasure Island/YBI,VANDALISM,19
Treasure Island/YBI,VEHICLE THEFT,10
Treasure Island/YBI,WARRANTS,2
Treasure Island/YBI,WEAPON LAWS,2
Twin Peaks,ASSAULT,39
Twin Peaks,BAD CHECKS,2
Twin Peaks,BURGLARY,29
Twin Peaks,DRIVING UNDER THE INFLUENCE,3
Twin Peaks,DRUG/NARCOTIC,7
Twin Peaks,DRUNKENNESS,2
Twin Peaks,FORGERY/COUNTERFEITING,1
Twin Peaks,FRAUD,14
Twin Peaks,LARCENY/THEFT,204
Twin Peaks,MISSING PERSON,21
Twin Peaks,NON-CRIMINAL,82
Twin Peaks,OTHER OFFENSES,71
Twin Peaks,RECOVERED VEHICLE,2
Twin Peaks,ROBBERY,9
Twin Peaks,RUNAWAY,2
Twin Peaks,SECONDARY CODES,9
Twin Peaks,"SEX OFFENSES, FORCIBLE",5
Twin Peaks,STOLEN PROPERTY,1
Twin Peaks,SUICIDE,1
Twin Peaks,SUSPICIOUS OCC,23
Twin Peaks,VANDALISM,35
Twin Peaks,VEHICLE THEFT,24
Twin Peaks,WARRANTS,2
Twin Peaks,WEAPON LAWS,1
Visitacion Valley,ARSON,8
Visitacion Valley,ASSAULT,367
Visitacion Valley,BRIBERY,2
Visitacion Valley,BURGLARY,64
Visitacion Valley,DISORDERLY CONDUCT,6
Visitacion Valley,DRIVING UNDER THE INFLUENCE,9
Visitacion Valley,DRUG/NARCOTIC,38
Visitacion Valley,DRUNKENNESS,5
Visitacion Valley,EXTORTION,1
Visitacion Valley,FAMILY OFFENSES,4
Visitacion Valley,FORGERY/COUNTERFEITING,7
Visitacion Valley,FRAUD,23
Visitacion Valley,KIDNAPPING,12
Visitacion Valley,LARCENY/THEFT,201
Visitacion Valley,LIQUOR LAWS,1
Visitacion Valley,LOITERING,1
Visitacion Valley,MISSING PERSON,79
Visitacion Valley,NON-CRIMINAL,240
Visitacion Valley,OTHER OFFENSES,289
Visitacion Valley,PROSTITUTION,8
Visitacion Valley,RECOVERED VEHICLE,33
Visitacion Valley,ROBBERY,58
Visitacion Valley,RUNAWAY,6
Visitacion Valley,SECONDARY CODES,71
Visitacion Valley,"SEX OFFENSES, FORCIBLE",19
Visitacion Valley,STOLEN PROPERTY,9
Visitacion Valley,SUICIDE,3
Visitacion Valley,SUSPICIOUS OCC,112
Visitacion Valley,TRESPASS,9
Visitacion Valley,VANDALISM,194
Visitacion Valley,VEHICLE THEFT,138
Visitacion Valley,WARRANTS,68
Visitacion Valley,WEAPON LAWS,45
West of Twin Peaks,ARSON,1
West of Twin Peaks,ASSAULT,108
West of Twin Peaks,BURGLARY,150
West of Twin Peaks,DISORDERLY CONDUCT,4
West of Twin Peaks,DRIVING UNDER THE INFLUENCE,11
West of Twin Peaks,DRUG/NARCOTIC,11
West of Twin Peaks,DRUNKENNESS,7
West of Twin Peaks,FAMILY OFFENSES,1
West of Twin Peaks,FORGERY/COUNTERFEITING,6
West of Twin Peaks,FRAUD,45
West of Twin Peaks,KIDNAPPING,1
West of Twin Peaks,LARCENY/THEFT,394
West of Twin Peaks,LIQUOR LAWS,2
West of Twin Peaks,MISSING PERSON,24
West of Twin Peaks,NON-CRIMINAL,169
West of Twin Peaks,OTHER OFFENSES,226
West of Twin Peaks,PROSTITUTION,2
West of Twin Peaks,RECOVERED VEHICLE,8
West of Twin Peaks,ROBBERY,23
West of Twin Peaks,SECONDARY CODES,34
West of Twin Peaks,"SEX OFFENSES, FORCIBLE",11
West of Twin Peaks,"SEX OFFENSES, NON FORCIBLE",2
West of Twin Peaks,STOLEN PROPERTY,11
West of Twin Peaks,SUICIDE,1
West of Twin Peaks,SUSPICIOUS OCC,68
West of Twin Peaks,TRESPASS,20
West of Twin Peaks,VANDALISM,53
West of Twin Peaks,VEHICLE THEFT,76
West of Twin Peaks,WARRANTS,23
West of Twin Peaks,WEAPON LAWS,18
Western Addition,ARSON,15
Western Addition,ASSAULT,761
Western Addition,BAD CHECKS,3
Western Addition,BRIBERY,4
Western Addition,BURGLARY,422
Western Addition,DISORDERLY CONDUCT,29
Western Addition,DRIVING UNDER THE INFLUENCE,19
Western Addition,DRUG/NARCOTIC,142
Western Addition,DRUNKENNESS,20
Western Addition,EMBEZZLEMENT,6
Western Addition,EXTORTION,2
Western Addition,FAMILY OFFENSES,3
Western Addition,FORGERY/COUNTERFEITING,43
Western Addition,FRAUD,188
Western Addition,KIDNAPPING,14
Western Addition,LARCENY/THEFT,4042
Western Addition,LIQUOR LAWS,4
Western Addition,LOITERING,1
Western Addition,MISSING PERSON,265
Western Addition,NON-CRIMINAL,1044
Western Addition,OTHER OFFENSES,1119
Western Addition,PROSTITUTION,3
Western Addition,RECOVERED VEHICLE,37
Western Addition,ROBBERY,186
Western Addition,RUNAWAY,8
Western Addition,SECONDARY CODES,142
Western Addition,"SEX OFFENSES, FORCIBLE",40
Western Addition,"SEX OFFENSES, NON FORCIBLE",2
Western Addition,STOLEN PROPERTY,45
Western Addition,SUICIDE,6
Western Addition,SUSPICIOUS OCC,287
Western Addition,TRESPASS,106
Western Addition,VANDALISM,681
Western Addition,VEHICLE THEFT,404
Western Addition,WARRANTS,252
Western Addition,WEAPON LAWS,80
